description,name,alarms,connected,dhcpClients,volume,source,channel,firmware,queue,digits,inUse,setTemperature,actualTemperature,setting,alarm_status,lastSeen,uptime,is_on,is_connected,paired_device,wifi_strength,paperJam,inkStock,battery,voiceQuality,bagelMode,isToasting,oodl,patch,qa_passed,is_streaming,media_type,paperStock,motionDetected,bytesReceived,bytesSent,macAddress,packetLossRate,packetsLost
"Samsung 50"" LCD TV",Livingroom-TV,NA,NA,NA,,HDMI,,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:12:59 2017,77745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1946,1911,94:9f:3e:09:cf:62,0.002,3
HP Photojet Printer,HP-Photojet-Printer,"[{u'timestamp': u'Sun Mar  5 10:12:59 2017', u'message': u'Paper Jam in tray A', u'id': 1296, u'severity': u'critical'}]",True,NA,NA,NA,NA,10045,"[{u'source': u'192.168.1.42', u'document': u'report%20on%20ethics.doc', u'id': 304}, {u'source': u'192.168.1.10', u'document': u'bbm_7273462388.png', u'id': 305}]",NA,NA,NA,NA,NA,NA,Sun Mar  5 10:12:59 2017,77745,NA,NA,NA,NA,True,"{u'cyan': True, u'magenta': False, u'black': True, u'yellow': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,True,NA,20360,9926,30:05:5c:61:1d:c4,0.002,19
,Heimdallr Surveilence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:12:59 2017,77745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,103526,416064,77:20:A2:6E:9D:A6,0.002,832
XBOXONE,XBOX,NA,NA,NA,NA,NA,NA,3.67.1r34,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:12:59 2017,77745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22288704,32929122,EE:4C:61:44:D7:37,0.1,3292912
,Sara's iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:12:59 2017,77745,NA,NA,NA,low,NA,NA,"{u'battery_percentage': 40, u'charging': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3921374,3824067,83:1C:61:F8:B1:6F,0.002,7648
Google Pixel- Android 7.7.1,Pixel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:12:59 2017,77745,NA,NA,NA,low,NA,NA,"{u'battery_percentage': 40, u'charging': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3841874,3847850,EA:DC:80:70:45:1A,0.002,7695
Voice Over IP Telephone,VOIPPHONE,NA,NA,NA,NA,NA,NA,NA,NA,10,False,NA,NA,NA,NA,Sun Mar  5 10:12:59 2017,77745,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,250689,273760,00-14-22-01-23-45,0.002,547
Nest Smart Thermostat,nest,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,21,25,NA,NA,Sun Mar  5 10:12:59 2017,77745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9653,19985,D9:ED:8A:D4:16:97,0.002,39
Toasty The Smart Toaster!,ToastMaster 9000,NA,NA,NA,NA,NA,NA,0001,NA,NA,NA,NA,NA,-1,NA,Sun Mar  5 10:05:59 2017,,NA,NA,NA,NA,NA,NA,NA,NA,False,False,"{u'MD': 160, u'MC': 180, u'quotes': 140, u'MJ': False, u'KS': 180, u'debug': [6.1, 6.2, 7.1, 2.0, 2.1, 2.3, 2.4], u'OW': 100, u'PH': 100}",0,False,NA,NA,NA,NA,9897,19407,FA:74:C8:61:6C:69,0.002,38
,SmokeDetector,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,1,Sun Mar  5 10:12:59 2017,77745,True,NA,NA,NA,NA,NA,"{u'battery_percentage': 100, u'charging': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20549,9471,F2:56:9B:69:61:4D,0.002,18
Google Chromecast Ultra,Basement-Chromecast,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:12:59 2017,77745,False,False,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,1428844254,1376265342,94:9f:3e:09:cd:f8,0.002,2752530
AppleTV tvOS 10,Apple TV,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:12:59 2017,77745,True,True,Sara's iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True,Music,NA,NA,1854253459,1947462698,f4:f5:d8:b7:16:8c,0.1,194746269
Windows 10 Professional intel core i7,school-laptop,"[{u'timestamp': u'Sat Mar  4 12:37:13 2017', u'message': u'Low Free Memory', u'id': 4, u'severity': u'critical'}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:12:59 2017,77745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3327944,3328113,1c:39:47:85:50:aa,0.002,6656
Buffalo Home Gateway + Router,HomeGateway,[],NA,"[{u'interface': u'eth0', u'type': u'static', u'mac': u'E8:94:F6:08:5A:59', u'expires': 222360, u'ip_address': u'192.168.1.42'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'E8:94:F6:0A:66:34', u'expires': 222360, u'ip_address': u'192.168.1.10'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'94:9f:3e:09:cf:62', u'expires': 222360, u'ip_address': u'192.168.1.112'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'30:05:5c:61:1d:c4', u'expires': 222360, u'ip_address': u'192.168.1.111'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'77:20:A2:6E:9D:A6', u'expires': 222360, u'ip_address': u'192.168.1.132'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'EE:4C:61:44:D7:37', u'expires': 222360, u'ip_address': u'192.168.1.181'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'83:1C:61:F8:B1:6F', u'expires': 222360, u'ip_address': u'192.168.1.120'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'EA:DC:80:70:45:1A', u'expires': 222360, u'ip_address': u'192.168.1.125'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'00-14-22-01-23-45', u'expires': 222360, u'ip_address': u'192.168.1.185'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'D9:ED:8A:D4:16:97', u'expires': 222360, u'ip_address': u'192.168.1.177'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'FA:74:C8:61:6C:69', u'expires': 222360, u'ip_address': u'192.168.0.56'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'F2:56:9B:69:61:4D', u'expires': 222360, u'ip_address': u'192.168.1.77'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'94:9f:3e:09:cd:f8', u'expires': 222360, u'ip_address': u'192.168.1.118'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'f4:f5:d8:b7:16:8c', u'expires': 222360, u'ip_address': u'192.168.1.117'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'1c:39:47:85:50:aa', u'expires': 222360, u'ip_address': u'192.168.1.108'}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:13:59 2017,77805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4169417794,2428469012,00:1D:2C:3B:4A:00,0.002,4856938
Windows 10 Professional intel core i7,Family-Desktop,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:13:59 2017,77805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,658209467,658224804,E8:94:F6:08:5A:59,0.002,1316449
Windows 10 Professional intel core i5,Dads-Office-Desktop,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:13:59 2017,77805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,658225308,658210359,E8:94:F6:0A:66:34,0.002,1316420
"Samsung 50"" LCD TV",Livingroom-TV,NA,NA,NA,,HDMI,,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:13:59 2017,77805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1948,1914,94:9f:3e:09:cf:62,0.002,3
HP Photojet Printer,HP-Photojet-Printer,"[{u'timestamp': u'Sun Mar  5 10:13:59 2017', u'message': u'Paper Jam in tray A', u'id': 1297, u'severity': u'critical'}]",True,NA,NA,NA,NA,10045,"[{u'source': u'192.168.1.42', u'document': u'report%20on%20ethics.doc', u'id': 304}, {u'source': u'192.168.1.10', u'document': u'bbm_7273462388.png', u'id': 305}]",NA,NA,NA,NA,NA,NA,Sun Mar  5 10:13:59 2017,77805,NA,NA,NA,NA,True,"{u'cyan': True, u'magenta': False, u'black': True, u'yellow': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,True,NA,20385,9928,30:05:5c:61:1d:c4,0.002,19
,Heimdallr Surveilence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:13:59 2017,77805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,103597,416314,77:20:A2:6E:9D:A6,0.002,832
XBOXONE,XBOX,NA,NA,NA,NA,NA,NA,3.67.1r34,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:13:59 2017,77805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24241357,33763500,EE:4C:61:44:D7:37,0.1,3376350
,Sara's iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:13:59 2017,77805,NA,NA,NA,low,NA,NA,"{u'battery_percentage': 40, u'charging': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3925607,3828155,83:1C:61:F8:B1:6F,0.002,7656
Google Pixel- Android 7.7.1,Pixel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:13:59 2017,77805,NA,NA,NA,low,NA,NA,"{u'battery_percentage': 40, u'charging': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3842221,3849134,EA:DC:80:70:45:1A,0.002,7698
Voice Over IP Telephone,VOIPPHONE,NA,NA,NA,NA,NA,NA,NA,NA,10,False,NA,NA,NA,NA,Sun Mar  5 10:13:59 2017,77805,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,250752,273777,00-14-22-01-23-45,0.002,547
Nest Smart Thermostat,nest,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,21,25,NA,NA,Sun Mar  5 10:13:59 2017,77805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9659,20006,D9:ED:8A:D4:16:97,0.002,40
Toasty The Smart Toaster!,ToastMaster 9000,NA,NA,NA,NA,NA,NA,0001,NA,NA,NA,NA,NA,-1,NA,Sun Mar  5 10:05:59 2017,,NA,NA,NA,NA,NA,NA,NA,NA,False,False,"{u'MD': 160, u'MC': 180, u'quotes': 140, u'MJ': False, u'KS': 180, u'debug': [6.1, 6.2, 7.1, 2.0, 2.1, 2.3, 2.4], u'OW': 100, u'PH': 100}",0,False,NA,NA,NA,NA,9897,19407,FA:74:C8:61:6C:69,0.002,38
,SmokeDetector,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,1,Sun Mar  5 10:13:59 2017,77805,True,NA,NA,NA,NA,NA,"{u'battery_percentage': 100, u'charging': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20551,9482,F2:56:9B:69:61:4D,0.002,18
Google Chromecast Ultra,Basement-Chromecast,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:13:59 2017,77805,False,False,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,1428844255,1376265345,94:9f:3e:09:cd:f8,0.002,2752530
AppleTV tvOS 10,Apple TV,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:13:59 2017,77805,True,True,Sara's iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True,Music,NA,NA,1859761624,1950286554,f4:f5:d8:b7:16:8c,0.1,195028655
Windows 10 Professional intel core i7,school-laptop,"[{u'timestamp': u'Sat Mar  4 12:37:13 2017', u'message': u'Low Free Memory', u'id': 4, u'severity': u'critical'}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:13:59 2017,77805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3343998,3344198,1c:39:47:85:50:aa,0.002,6688
Buffalo Home Gateway + Router,HomeGateway,[],NA,"[{u'interface': u'eth0', u'type': u'static', u'mac': u'E8:94:F6:08:5A:59', u'expires': 222300, u'ip_address': u'192.168.1.42'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'E8:94:F6:0A:66:34', u'expires': 222300, u'ip_address': u'192.168.1.10'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'94:9f:3e:09:cf:62', u'expires': 222300, u'ip_address': u'192.168.1.112'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'30:05:5c:61:1d:c4', u'expires': 222300, u'ip_address': u'192.168.1.111'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'77:20:A2:6E:9D:A6', u'expires': 222300, u'ip_address': u'192.168.1.132'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'EE:4C:61:44:D7:37', u'expires': 222300, u'ip_address': u'192.168.1.181'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'83:1C:61:F8:B1:6F', u'expires': 222300, u'ip_address': u'192.168.1.120'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'EA:DC:80:70:45:1A', u'expires': 222300, u'ip_address': u'192.168.1.125'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'00-14-22-01-23-45', u'expires': 222300, u'ip_address': u'192.168.1.185'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'D9:ED:8A:D4:16:97', u'expires': 222300, u'ip_address': u'192.168.1.177'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'FA:74:C8:61:6C:69', u'expires': 222300, u'ip_address': u'192.168.0.56'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'F2:56:9B:69:61:4D', u'expires': 222300, u'ip_address': u'192.168.1.77'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'94:9f:3e:09:cd:f8', u'expires': 222300, u'ip_address': u'192.168.1.118'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'f4:f5:d8:b7:16:8c', u'expires': 222300, u'ip_address': u'192.168.1.117'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'1c:39:47:85:50:aa', u'expires': 222300, u'ip_address': u'192.168.1.108'}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:14:59 2017,77865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4176729562,2431128274,00:1D:2C:3B:4A:00,0.002,4862256
Windows 10 Professional intel core i7,Family-Desktop,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:14:59 2017,77865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,658506628,658521990,E8:94:F6:08:5A:59,0.002,1317043
Windows 10 Professional intel core i5,Dads-Office-Desktop,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:14:59 2017,77865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,658522245,658507393,E8:94:F6:0A:66:34,0.002,1317014
"Samsung 50"" LCD TV",Livingroom-TV,NA,NA,NA,,HDMI,,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:14:59 2017,77865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,1917,94:9f:3e:09:cf:62,0.002,3
HP Photojet Printer,HP-Photojet-Printer,"[{u'timestamp': u'Sun Mar  5 10:14:59 2017', u'message': u'Paper Jam in tray A', u'id': 1298, u'severity': u'critical'}]",True,NA,NA,NA,NA,10045,"[{u'source': u'192.168.1.42', u'document': u'report%20on%20ethics.doc', u'id': 304}, {u'source': u'192.168.1.10', u'document': u'bbm_7273462388.png', u'id': 305}]",NA,NA,NA,NA,NA,NA,Sun Mar  5 10:14:59 2017,77865,NA,NA,NA,NA,True,"{u'cyan': True, u'magenta': False, u'black': True, u'yellow': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,True,NA,20401,9943,30:05:5c:61:1d:c4,0.002,19
,Heimdallr Surveilence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:14:59 2017,77865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True,103660,416699,77:20:A2:6E:9D:A6,0.002,833
XBOXONE,XBOX,NA,NA,NA,NA,NA,NA,3.67.1r34,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:14:59 2017,77865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26448715,38309176,EE:4C:61:44:D7:37,0.1,3830917
,Sara's iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:14:59 2017,77865,NA,NA,NA,low,NA,NA,"{u'battery_percentage': 40, u'charging': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3930557,3831106,83:1C:61:F8:B1:6F,0.002,7662
Google Pixel- Android 7.7.1,Pixel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:14:59 2017,77865,NA,NA,NA,low,NA,NA,"{u'battery_percentage': 40, u'charging': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3844628,3850744,EA:DC:80:70:45:1A,0.002,7701
Voice Over IP Telephone,VOIPPHONE,NA,NA,NA,NA,NA,NA,NA,NA,10,False,NA,NA,NA,NA,Sun Mar  5 10:14:59 2017,77865,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,250765,273782,00-14-22-01-23-45,0.002,547
Nest Smart Thermostat,nest,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,21,25,NA,NA,Sun Mar  5 10:14:59 2017,77865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9671,20026,D9:ED:8A:D4:16:97,0.002,40
Toasty The Smart Toaster!,ToastMaster 9000,NA,NA,NA,NA,NA,NA,0001,NA,NA,NA,NA,NA,-1,NA,Sun Mar  5 10:05:59 2017,,NA,NA,NA,NA,NA,NA,NA,NA,False,False,"{u'MD': 160, u'MC': 180, u'quotes': 140, u'MJ': False, u'KS': 180, u'debug': [6.1, 6.2, 7.1, 2.0, 2.1, 2.3, 2.4], u'OW': 100, u'PH': 100}",0,False,NA,NA,NA,NA,9897,19407,FA:74:C8:61:6C:69,0.002,38
,SmokeDetector,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,1,Sun Mar  5 10:14:59 2017,77865,True,NA,NA,NA,NA,NA,"{u'battery_percentage': 100, u'charging': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20570,9486,F2:56:9B:69:61:4D,0.002,18
Google Chromecast Ultra,Basement-Chromecast,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:14:59 2017,77865,False,False,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,1428844257,1376265348,94:9f:3e:09:cd:f8,0.002,2752530
AppleTV tvOS 10,Apple TV,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:14:59 2017,77865,True,True,Sara's iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True,Music,NA,NA,1865081143,1955954686,f4:f5:d8:b7:16:8c,0.1,195595468
Windows 10 Professional intel core i7,school-laptop,"[{u'timestamp': u'Sat Mar  4 12:37:13 2017', u'message': u'Low Free Memory', u'id': 4, u'severity': u'critical'}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:14:59 2017,77865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3358841,3359050,1c:39:47:85:50:aa,0.002,6718
Buffalo Home Gateway + Router,HomeGateway,[],NA,"[{u'interface': u'eth0', u'type': u'static', u'mac': u'E8:94:F6:08:5A:59', u'expires': 222240, u'ip_address': u'192.168.1.42'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'E8:94:F6:0A:66:34', u'expires': 222240, u'ip_address': u'192.168.1.10'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'94:9f:3e:09:cf:62', u'expires': 222240, u'ip_address': u'192.168.1.112'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'30:05:5c:61:1d:c4', u'expires': 222240, u'ip_address': u'192.168.1.111'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'77:20:A2:6E:9D:A6', u'expires': 222240, u'ip_address': u'192.168.1.132'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'EE:4C:61:44:D7:37', u'expires': 222240, u'ip_address': u'192.168.1.181'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'83:1C:61:F8:B1:6F', u'expires': 222240, u'ip_address': u'192.168.1.120'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'EA:DC:80:70:45:1A', u'expires': 222240, u'ip_address': u'192.168.1.125'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'00-14-22-01-23-45', u'expires': 222240, u'ip_address': u'192.168.1.185'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'D9:ED:8A:D4:16:97', u'expires': 222240, u'ip_address': u'192.168.1.177'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'FA:74:C8:61:6C:69', u'expires': 222240, u'ip_address': u'192.168.0.56'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'F2:56:9B:69:61:4D', u'expires': 222240, u'ip_address': u'192.168.1.77'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'94:9f:3e:09:cd:f8', u'expires': 222240, u'ip_address': u'192.168.1.118'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'f4:f5:d8:b7:16:8c', u'expires': 222240, u'ip_address': u'192.168.1.117'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'1c:39:47:85:50:aa', u'expires': 222240, u'ip_address': u'192.168.1.108'}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:15:59 2017,77925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4184058536,2440380812,00:1D:2C:3B:4A:00,0.002,4880761
Windows 10 Professional intel core i7,Family-Desktop,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:15:59 2017,77925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,658780214,658795632,E8:94:F6:08:5A:59,0.002,1317591
Windows 10 Professional intel core i5,Dads-Office-Desktop,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:15:59 2017,77925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,658796175,658780397,E8:94:F6:0A:66:34,0.002,1317560
"Samsung 50"" LCD TV",Livingroom-TV,NA,NA,NA,,HDMI,,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:15:59 2017,77925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1953,1919,94:9f:3e:09:cf:62,0.002,3
HP Photojet Printer,HP-Photojet-Printer,"[{u'timestamp': u'Sun Mar  5 10:15:59 2017', u'message': u'Paper Jam in tray A', u'id': 1299, u'severity': u'critical'}]",True,NA,NA,NA,NA,10045,"[{u'source': u'192.168.1.42', u'document': u'report%20on%20ethics.doc', u'id': 304}, {u'source': u'192.168.1.10', u'document': u'bbm_7273462388.png', u'id': 305}]",NA,NA,NA,NA,NA,NA,Sun Mar  5 10:15:59 2017,77925,NA,NA,NA,NA,True,"{u'cyan': True, u'magenta': False, u'black': True, u'yellow': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,True,NA,20403,9950,30:05:5c:61:1d:c4,0.002,19
,Heimdallr Surveilence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:15:59 2017,77925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,103797,416876,77:20:A2:6E:9D:A6,0.002,833
XBOXONE,XBOX,NA,NA,NA,NA,NA,NA,3.67.1r34,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:15:59 2017,77925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30341334,42882743,EE:4C:61:44:D7:37,0.1,4288274
,Sara's iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:15:59 2017,77925,NA,NA,NA,low,NA,NA,"{u'battery_percentage': 40, u'charging': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3931131,3832718,83:1C:61:F8:B1:6F,0.002,7665
Google Pixel- Android 7.7.1,Pixel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:15:59 2017,77925,NA,NA,NA,low,NA,NA,"{u'battery_percentage': 40, u'charging': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3848169,3852589,EA:DC:80:70:45:1A,0.002,7705
Voice Over IP Telephone,VOIPPHONE,NA,NA,NA,NA,NA,NA,NA,NA,10,False,NA,NA,NA,NA,Sun Mar  5 10:15:59 2017,77925,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,250802,273805,00-14-22-01-23-45,0.002,547
Nest Smart Thermostat,nest,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,21,25,NA,NA,Sun Mar  5 10:15:59 2017,77925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9681,20029,D9:ED:8A:D4:16:97,0.002,40
